,text,negative&positive,depression
211,rt sakirkhader syria at least 80 civilians killed in multiple russian and regime airstrikes across rebelheld parts of damascus and idl,[ 0.89185274  0.10814723],negative
212,"rt maytham956 terrorist mohammed alloush is not a gas expert he is just one of the participants in the crime
idlib syria httpstco",[ 0.89185274  0.10814723],negative
213,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
214,"67 killed 200 injured in assad poisonous gas attack on idlib khan_shaykhun httpstcovflfuitogl  syria iranoutofsyria 
unsc",[ 0.90658838  0.09341163],negative
215,"rt aaditweetz disclaimer 
this is for those firqa parasts who cry for one genocide and support other one secretly syria  httpstc",[ 0.89185274  0.10814723],negative
216,"who smells bullshit idlibattack syria assad 
httpstcofzqtycd489",[ 0.40217167  0.59782839],positive
217,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
218,rt afpblogs the first thing that hits you is the smell  covering suspect chemical attack in syria afpblogs omarhajkadour httpst,[ 0.89185274  0.10814723],negative
219,rt aymanm dozens killed in suspected chemical attack on syrias idlib province syria idlib httpstcoc5k0zwisrn,[ 0.89185274  0.10814723],negative
220,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
221,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
222,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
223,rt janatulnaeem02 syria chaos in front of whitehelmets headquarter in khan sheikun idlib after airstrike sarin toxic gas httpstco,[ 0.89185274  0.10814723],negative
224,while he now blames obama lets not forget what realdonaldtrump thought before about intervention in syria httpstcoqmgbmxl7sz,[ 0.40217167  0.59782839],positive
225,rt amyalaporte president donald trumps statement on syria sarinattack slams obamas inaction on red line but offers no clarity on fu,[ 0.89185274  0.10814723],negative
226,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
227,"rt leeellie811 syria siria 
if only httpstcouerpwvt2d2",[ 0.89185274  0.10814723],negative
228,syria fakenews war propaganda  same as in the recent chem attack plus wikileaks showed us who the bad guys ar httpstcoytzujhp9se,[ 0.36721578  0.63278425],positive
229,"rt bbcbreaking uk pm theresa_may calls for investigation into suspected chemical attack in idlib syria 

httpstcojyx7wefcn0 https",[ 0.89185274  0.10814723],negative
230,rt partisangirl if syria still had sarin wouldnt they have used it on isis in palmyra in order to keep the artifacts intact,[ 0.89185274  0.10814723],negative
231,rt bradmeltzer embarrassing dont use this to blame obama fix the syria policy thats what being president means putin is complicit,[ 0.89185274  0.10814723],negative
232,"rt hamletgarcia17 children should never pay for the mistakes of adults syria     
realdonaldtrump revjjackson un usembassysyria bas",[ 0.89185274  0.10814723],negative
233,rt digby56 he was against it before he was for it syria httpstcodizoqwgl93,[ 0.89185274  0.10814723],negative
234,rt thearabsource oped something is not adding up with the idlib chemical weapons attack httpstcoalxv3abwqv syria,[ 0.89185274  0.10814723],negative
235,rt maytham956 have you ever seen someone who was exposed to chemical weapons while taking a selfie well it happens only in syria http,[ 0.89185274  0.10814723],negative
236,rt thearabsource in pictures islamist rebels bombard christian city in central syria httpstco6xdpl1zcjc,[ 0.89185274  0.10814723],negative
237,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
238,rt politics_pr syria and trump hypocrisy blaming syrian chemical attack on obama httpstcovhy9nycdcu tcot maga httpstcopaltt,[ 0.89185274  0.10814723],negative
239,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
240,rt preemptivelove were going live on fb in 10 min to talk about todays alleged chemical attack in syria and how were responding http,[ 0.89185274  0.10814723],negative
241,rt lotteleicht1 here is hrws february report on coordinated chemical attacks on aleppo carried out by syria govt forces  httpstc,[ 0.89185274  0.10814723],negative
242,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
243,rt peterdaou obama isnt president the toughtalkers can show us how they respond to atrocities in syria httpstco1mz1mrsz5x,[ 0.89185274  0.10814723],negative
244,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
245,"rt fsaplatform syria  eastghouta

video violent regime strikes hit douma wounded civilians remain trapped under the rubble
https",[ 0.89185274  0.10814723],negative
246,baby bat burritos funnyanimalbabybatsyriapepsi httpstcodlbqr53n8z,[ 0.56579667  0.43420336],negative
247,tiny hamsters best day ever at walt disney world cutecuteanimalsyriapepsi httpstco0errulb7af,[ 0.08062018  0.91937983],positive
248,whats in this bucket will make you want to win your next bucket challenge slothbucketcuteslothssyriapepsi httpstcoiaj9xy0ghd,[ 0.40217167  0.59782839],positive
249,what this running baby rhino did after hearing his name will amaze you babyrhinorihinowarrensyriapepsi httpstcozyuogizgdo,[ 0.40217167  0.59782839],positive
250,before they can walk or talk the children of syria have learned definition of hell on earth,[ 0.56579667  0.43420336],negative
251,hedgehog getting a gentle belly rub will bring you cuteness overload cutehedgehogfunnyhedgehogsyriapepsi httpstcod5awyml0pf,[ 0.26504993  0.73495007],positive
252,mom went out and what the camera recorded in the flat will drive you crazy funnydogadorabledogsyriapepsi httpstcoyxegzclb9n,[ 0.06595562  0.93404442],positive
253,what this boy did is the next life hack you need to have trashthrowtrashsyriapepsi httpstco4thyjrbgar,[ 0.40217167  0.59782839],positive
254,this is what will happen if you run into a bear on the street in nyc bearprankbearprankinnycsyriapepsi httpstco7ohpzdenkh,[ 0.08062018  0.91937983],positive
255,rt mba_althani_ pleased to meet federicamog in brussels today discussed agenda of syriaconf2017 and recent developments in syria ht,[ 0.89185274  0.10814723],negative
256,the two front line organizations in syria that i recommend donating to are syriacivildef and sams_usa      ,[ 0.08062018  0.91937983],positive
257,guitarist played on the street but who his audience was will surprise you guitarplayercutekittenssyriapepsi httpstcowmbn9acnlr,[ 0.25521168  0.74478829],positive
258,dont ask will ferrell about professor feathers amazingfunnysyriapepsi httpstcogcrj40gfdz,[ 0.0828196   0.91718042],positive
259,gary and the seal in the scilly isles sealcuteseasealsyriapepsi httpstcouoptqekxzf,[ 0.25521168  0.74478829],positive
260,frozen  olaf sings his in summer song funnymoviefunnyscenessyriapepsi httpstcolcoddyf6fm,[ 0.02835219  0.97164786],positive
261,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
262,using siri to get married getmarriedusingsirisyriapepsi httpstcoldoumslqes,[ 0.25405297  0.74594706],positive
263,rt statedept johnkerry today the last 8 of declared chemical weapons were removed from syria great work done by all involved http,[ 0.89185274  0.10814723],negative
264,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
265,hillary clinton snl cold open funnyvideosnlvideosyriapepsi httpstcovmwmdmm44y,[ 0.26504993  0.73495007],positive
266,"rt maytham956 terrorist mohammed alloush is not a gas expert he is just one of the participants in the crime
idlib syria httpstco",[ 0.89185274  0.10814723],negative
267,"rt ali_axhar why pakistan media is silent  while children are being gassed with nerve gas heart wrenchingsyria 
 httpstco9ix",[ 0.89185274  0.10814723],negative
268,what this dog contributed to his family will surprise you helpfuldogcutehelpfuldogsyriapepsi httpstcougigmpeboc,[ 0.40217167  0.59782839],positive
269,rt evan_mcmullin when free world leaders turn a blind eye to human rights tyrants accelerate their unspeakable atrocities syria https,[ 0.89185274  0.10814723],negative
270,two cutest guinea pigs eating one long blade of grass guineapigguineapigssyriapepsi httpstcoeqs0jpo1bd,[ 0.08062018  0.91937983],positive
271,cute labrador stella likes jumping in leaves cutelabradorfunnylabradorsyriapepsi httpstcor11blbdqxj,[ 0.49760315  0.50239688],positive
272,rt kydems jimsciutto jimsciutto its a shame that trump reacted faster to condemn meryl streep than the attack in syria httpstco,[ 0.89185274  0.10814723],negative
273,seeing what boston dynamics new robots can do will leave you trembling bostondynamicatlasrobotssyriapepsi httpstcoq4w3slldve,[ 0.36721578  0.63278425],positive
274,rt falahmustafa i strongly condemn chemicalattack in idlib syria its tragic to see innocent civilians pay the price for the inaction,[ 0.89185274  0.10814723],negative
275,world inaction in syria syriachemicalattack  pontifex pancho we as church should do something che  lets practice what we preach ,[ 0.40217167  0.59782839],positive
276,whats in this bucket will make you want to win your next bucket challenge slothbucketcuteslothssyriapepsi httpstcosjc4b28o1m,[ 0.40217167  0.59782839],positive
277,human experimentation is never okay dumptrump syria uptothepeople stoppresidentbannon sensanders ninaturner httpstcodiqbgjtqpa,[ 0.26504993  0.73495007],positive
278,a seagull can do welsh dancing funnyanimalfunnyseagullsyriapepsi httpstcogag45ieyui,[ 0.37677622  0.62322378],positive
279,rt peterdaou obamas syria policy wasnt perfect but for the trump administration to blame him for an atrocity like this is beyond repr,[ 0.89185274  0.10814723],negative
280,this is what you should do if your cat falls asleep and starts to dream catcutecatsyriapepsi httpstcoftppyjdty9,[ 0.08062018  0.91937983],positive
281,"trump should think of this as he callously blames others for syria
empathy
compassion httpstcofocifwisxg",[ 0.08062018  0.91937983],positive
282,rt ct101st my voice may be quiet in a world of noise stop killing your own people syria httpstcoaajloe0ehj,[ 0.89185274  0.10814723],negative
283,clumsy baby elephant funnyanimalfunnyelephantsyriapepsi httpstco5d8b9acqoi,[ 0.49760315  0.50239688],positive
